1174 lines 6 predictors	PredictorParameters:	cafie	0	otherwidth	10	othertype	2	flowalign	0	flowalignRadius	2	flowalignMaxRadius	1	postype	0	posstart	35	
16 0.135 -0.753279 4 15 0.114548 1.44847e+07 37
5 0.092 -0.784576 6 2 0.128477 23817 40
11 0.092 -0.737849 1 0 0.071054 16175 40
11 0.5 -0.784576 4 0 0.077952 13249 40
5 0.205 -0.784576 1 4 0.114548 19674 40
11 0.135 -0.76536 1 0 0.128477 63870 39
16 0.11 -0.794173 2 15 0.128477 13676 40
5 0.16 -0.794173 3 0 0.451538 18790 40
5 0.083333 -0.76536 1 8 0.451538 9800 40
16 0.1 -0.794173 7 1 0.089915 15510 39
5 0.0725 -0.737849 4 1 0.071054 8675 39
5 0.16 -0.784576 31 0 0.089915 12338 38
16 0.092 -0.784576 5 15 0.089915 12181 38
5 0.12 -0.77542 1 15 0.128477 5954 38
11 0.135 -0.737849 2 0 0.104499 665978 37
5 0.0725 -0.737849 1 15 0.083889 9023 40
16 0.12 -0.753279 1 0 0.128477 60803 37
5 0.16 -0.784576 4 4 0.114548 34643 37
11 0.12 -0.753279 2 0 0.128477 32073 37
5 0.135 -0.737849 6 0 0.077952 15541 37
11 0.092 -0.737849 1 0 0.114548 13790 37
5 0.12 -0.753279 5 0 0.114548 9054 37
53 0.135 -0.76536 4 5 0.451538 1.96357e+07 36
53 0.5 -0.77542 4 15 0.071054 25673 40
53 0.0725 -0.784576 5 7 0.451538 32752 38
42 0.092 -0.784576 31 0 0.071054 10310 40
42 0.12 -0.76536 4 8 0.451538 6367 38
42 0.1 -0.784576 5 15 0.083889 18255 37
53 0.092 -0.794173 6 0 0.451538 6121 38
42 0.092 -0.77542 5 0 0.451538 18675 37
21 0.135 -0.737849 4 2 0.114548 2.93022e+06 36
5 0.135 -0.737849 4 15 0.096583 14247 40
21 0.12 -0.753279 1 0 0.451538 49257 37
5 0.0725 -0.737849 4 15 0.451538 8456 39
5 0.135 -0.753279 1 0 0.451538 6848 38
5 0.092 -0.737849 1 0 0.451538 5653 38
21 0.11 -0.753279 2 15 0.114548 13583 37
21 0.135 -0.717216 4 0 0.114548 1.42049e+06 36
11 0.0725 -0.717216 1 15 0.071054 5796 38
16 0.16 -0.77542 4 2 0.151141 337352 36
21 0.5 -0.794173 1 2 0.114548 9495 40
16 0.5 -0.77542 4 15 0.077952 7237 39
21 0.16 -0.77542 3 15 0.089915 42061 37
21 0.5 -0.794173 4 0 0.089915 19920 37
16 0.205 -0.794173 3 4 0.104499 19179 37
11 0.11 -0.688825 2 0 0.104499 248531 36
5 0.205 -0.77542 3 1 0.128477 37608 36
11 0.205 -0.784576 4 1 0.096583 14122 37
16 0.5 -0.77542 4 1 0.083889 7745 39
53 0.205 -0.794173 4 0 0.083889 32016 36
42 0.16 -0.794173 4 4 0.104499 75549 36
53 0.16 -0.794173 3 0 0.104499 10409 40
42 0.16 -0.784576 4 3 0.089915 55781 36
16 0.12 -0.688825 1 0 0.077952 14975 36
21 0.11 -0.737849 4 6 0.077952 10956 36
5 0.16 -0.76536 4 15 0.083889 8252 36
21 0.16 -0.794173 3 15 0.151141 7256 36
53 0.135 -0.737849 4 6 0.151141 7.26368e+06 35
42 0.092 -0.753279 4 8 0.451538 12127 40
16 0.135 -0.717216 3 5 0.128477 1.07144e+06 35
21 0.135 -0.717216 3 2 0.071054 13301 38
5 0.083333 -0.717216 3 3 0.451538 6082 38
5 0.12 -0.688825 3 15 0.077952 22389 37
16 0.135 -0.688825 2 1 0.071054 14915 36
11 0.135 -0.688825 1 1 0.077952 7246 36
63 0.0725 -0.753279 5 0 0.151141 455466 35
21 0.1 -0.76536 5 0 0.089915 6258 38
53 0.0725 -0.753279 5 1 0.151141 22255 36
11 0.092 -0.737849 5 1 0.083889 6604 38
42 0.0725 -0.76536 5 7 0.451538 5569 37
16 0.16 -0.753279 4 2 0.128477 447219 35
16 0.16 -0.753279 1 4 0.114548 7825 36
63 0.1 -0.794173 2 0 0.096583 245890 35
63 0.083333 -0.794173 4 0 0.451538 19820 37
11 0.12 -0.688825 2 0 0.114548 159617 35
11 0.083333 -0.688825 1 0 0.451538 11372 38
63 0.5 -0.794173 4 1 0.071054 133322 35
63 0.092 -0.794173 3 0 0.104499 7247 36
63 0.0725 -0.76536 3 15 0.071054 96254 35
26 0.1 -0.717216 4 0 0.089915 90302 35
42 0.16 -0.784576 4 1 0.104499 60648 35
5 0.1 -0.688825 1 2 0.114548 51383 35
11 0.1 -0.688825 1 1 0.083889 6543 38
5 0.16 -0.737849 1 6 0.128477 46432 35
11 0.16 -0.737849 3 0 0.128477 96537 35
16 0.16 -0.737849 3 0 0.089915 7499 36
137 0.0725 -0.794173 1 0 0.071054 34949 35
11 0.16 -0.737849 4 7 0.096583 29881 35
5 0.11 -0.717216 3 3 0.451538 28755 35
16 0.1 -0.717216 1 0 0.151141 7539 36
5 0.12 -0.648497 1 0 0.089915 23253 35
5 0.092 -0.458312 1 1 0.077952 7192 36
16 0.16 -0.717216 3 4 0.083889 17283 35
5 0.16 -0.717216 2 0 0.104499 25752 35
11 0.12 -0.688825 3 0 0.089915 12612 35
5 0.205 -0.77542 3 0 0.451538 8485 35
32 0.16 -0.784576 6 0 0.077952 6301 35
16 0.16 -0.753279 2 7 0.114548 6280 35
53 0.205 -0.794173 1 15 0.104499 6254 35
21 0.16 -0.77542 2 1 0.096583 6178 35
63 0.16 -0.76536 3 5 0.451538 3.61489e+06 34
21 0.16 -0.753279 1 0 0.114548 14010 37
53 0.16 -0.737849 4 4 0.071054 5199 37
63 0.083333 -0.77542 4 1 0.451538 11482 36
63 0.083333 -0.753279 1 0 0.077952 11394 36
63 0.092 -0.753279 2 0 0.114548 91514 35
63 0.092 -0.737849 2 15 0.071054 42540 35
63 0.16 -0.737849 3 0 0.071054 17849 35
21 0.16 -0.737849 3 1 0.083889 8605 35
21 0.16 -0.737849 1 0 0.096583 8915 35
53 0.5 -0.77542 4 0 0.077952 5921 35
53 0.12 -0.717216 3 5 0.104499 1.74664e+06 34
21 0.092 -0.717216 3 5 0.114548 10335 40
63 0.16 -0.717216 1 0 0.071054 8607 36
26 0.0725 -0.717216 4 0 0.151141 7468 36
42 0.1 -0.717216 3 0 0.114548 54149 35
32 0.083333 -0.717216 3 15 0.114548 9934 37
26 0.12 -0.717216 1 0 0.114548 14328 35
21 0.135 -0.688825 2 0 0.128477 779959 34
21 0.135 -0.688825 4 0 0.089915 29059 35
21 0.12 -0.688825 3 1 0.071054 8396 36
21 0.12 -0.717216 1 5 0.128477 28557 35
21 0.16 -0.717216 3 0 0.128477 359531 34
21 0.16 -0.737849 3 1 0.151141 162724 34
11 0.16 -0.753279 3 0 0.451538 7722 36
16 0.16 -0.737849 2 2 0.114548 11482 35
26 0.11 -0.753279 4 1 0.451538 5831 35
5 0.12 -0.688825 2 1 0.128477 86122 34
11 0.11 -0.688825 1 1 0.089915 12272 35
26 0.205 -0.784576 4 1 0.114548 84978 34
42 0.205 -0.794173 4 1 0.096583 14646 37
53 0.5 -0.77542 4 15 0.077952 5686 35
53 0.135 -0.717216 3 6 0.083889 46970 34
53 0.092 -0.717216 4 2 0.104499 42602 34
26 0.135 -0.717216 3 0 0.104499 36082 34
63 0.135 -0.76536 4 1 0.089915 31431 34
63 0.092 -0.794173 5 15 0.083889 5473 37
63 0.0725 -0.753279 5 1 0.096583 26945 34
63 0.083333 -0.753279 1 8 0.114548 29339 34
63 0.092 -0.753279 2 15 0.077952 8502 35
21 0.083333 -0.688825 4 1 0.083889 26510 34
16 0.205 -0.784576 5 15 0.096583 24825 34
53 0.205 -0.784576 1 15 0.104499 5903 38
11 0.11 -0.688825 3 0 0.114548 20797 34
5 0.0725 -0.688825 3 15 0.128477 5256 37
21 0.135 -0.717216 3 2 0.104499 20708 34
32 0.1 -0.717216 3 2 0.114548 18918 34
21 0.1 -0.717216 4 2 0.114548 5816 35
53 0.205 -0.784576 3 0 0.096583 17222 34
26 0.0725 -0.688825 1 0 0.151141 13771 34
26 0.092 -0.717216 1 0 0.451538 12150 34
53 0.135 -0.794173 6 0 0.104499 11535 34
11 0.135 -0.77542 5 15 0.114548 9228 34
